T1,E1,T2,E2,C1,C2,V,Th1,Th2
33.420166,182756,33.419922,200653,0.068571,0.057143,0.632751,1172.0870915,1286.86768791
33.44873,182920,33.448486,200835,0.224176,0.196923,0.897649,1173.13888889,1288.03492647
33.475586,183079,33.475342,201008,0.034286,0.013187,0.069546,1174.15861928,1289.14444444
33.502929,183237,33.502685,201178,0.042198,0.025495,0.427852,1175.17193627,1290.23472222
33.53125,183398,33.531006,201357,0.28044,0.251429,0.984785,1176.20449346,1291.38272059
33.560302,183571,33.560058,201544,0.034286,0.013187,0.20034,1177.31401144,1292.58202614
33.587402,183728,33.587158,201714,0.043956,0.018462,0.247393,1178.32091503,1293.67230392
33.615966,183889,33.615723,201890,0.285714,0.278681,0.995915,1179.35347222,1294.80106209
33.64331,184051,33.643066,202067,0.044835,0.023736,0.363268,1180.39244281,1295.93623366
33.670654,184211,33.670166,202239,0.036044,0.012308,0.112824,1181.4185866,1297.03933824
33.700439,184380,33.700195,202423,0.233846,0.232967,0.94479,1182.50245098,1298.21940359
33.728271,184546,33.728027,202607,0.05978,0.030769,0.529906,1183.56707516,1299.39946895
33.756347,184711,33.756103,202786,0.031648,0.014945,0.031681,1184.62528595,1300.54746732
33.783447,184864,33.782959,202952,0.13978,0.152967,0.851226,1185.60653595,1301.6120915
33.811523,185030,33.811279,203136,0.079121,0.072967,0.67978,1186.67116013,1302.79215686
33.841308,185206,33.841064,203326,0.041319,0.02022,0.000887,1187.7999183,1304.01070261
33.870361,185371,33.870117,203505,0.094066,0.068571,0.735396,1188.85812908,1305.15870098
33.898925,185537,33.898682,203689,0.143297,0.121319,0.801311,1189.92275327,1306.33876634
33.927246,185704,33.926758,203870,0.033407,0.02022,0.010956,1190.99379085,1307.4995915
33.954589,185861,33.954346,204040,0.058022,0.045714,0.614257,1192.00069444,1308.58986928
33.984863,186035,33.984619,204230,0.203077,0.153846,0.890646,1193.11662582,1309.80841503
34.014892,186215,34.014648,204424,0.032527,0.011429,0.049773,1194.27103758,1311.05261438
34.043212,186379,34.042969,204602,0.052747,0.030769,0.5,1195.32283497,1312.19419935
34.070312,186535,34.070068,204768,0.256703,0.236484,0.94952,1196.32332516,1313.25882353
34.097412,186696,34.097168,204941,0.031648,0.014945,0.105343,1197.35588235,1314.3683415
34.124755,186853,34.124512,205112,0.04044,0.028132,0.399983,1198.36278595,1315.46503268
34.155029,187027,34.154785,205292,0.272527,0.234725,0.982993,1199.47871732,1316.61944444
34.182617,187191,34.182373,205471,0.032527,0.021099,0.167394,1200.53051471,1317.76744281
34.210693,187353,34.210449,205648,0.041319,0.017582,0.317536,1201.56948529,1318.90261438
34.238525,187511,34.238281,205824,0.291868,0.252308,0.997544,1202.58280229,1320.03137255
34.266113,187676,34.265869,206002,0.036044,0.021978,0.228023,1203.64101307,1321.17295752
34.295898,187847,34.295654,206189,0.037802,0.024615,0.253117,1204.73770425,1322.37226307
34.324707,188010,34.324219,206365,0.303297,0.268132,0.999713,1205.78308824,1323.50102124
34.352539,188176,34.352295,206541,0.038681,0.013187,0.281681,1206.84771242,1324.62977941
34.379638,188333,34.379394,206711,0.033407,0.022857,0.205469,1207.85461601,1325.72005719
34.407226,188489,34.406982,206881,0.302418,0.267253,0.995275,1208.85510621,1326.81033497
34.437744,188670,34.4375,207084,0.038681,0.019341,0.324798,1210.01593137,1328.1122549
34.465576,188833,34.465332,207261,0.038681,0.018462,0.172595,1211.06131536,1329.24742647
34.493164,188988,34.492676,207432,0.283077,0.247033,0.988829,1212.05539216,1330.34411765
34.520996,189155,34.520752,207614,0.042198,0.026374,0.35528,1213.12642974,1331.51135621
34.549072,189317,34.548828,207790,0.031648,0.015824,0.152493,1214.16540033,1332.64011438
34.578613,189484,34.578369,207972,0.284835,0.232967,0.98365,1215.23643791,1333.80735294
34.606445,189649,34.605957,208150,0.043077,0.022857,0.372013,1216.29464869,1334.94893791
34.633789,189807,34.633545,208322,0.036044,0.014945,0.143644,1217.30796569,1336.05204248
34.661621,189966,34.661377,208496,0.271648,0.251429,0.981689,1218.32769608,1337.16797386
34.68872,190126,34.688232,208671,0.04044,0.02989,0.374502,1219.35383987,1338.29031863
34.718017,190296,34.717773,208856,0.036923,0.021978,0.145315,1220.44411765,1339.47679739
34.745605,190453,34.745361,209027,0.272527,0.242637,0.983602,1221.45102124,1340.57348856
34.773925,190620,34.773682,209209,0.04044,0.031648,0.362648,1222.52205882,1341.74072712
34.801269,190778,34.801025,209380,0.037802,0.018462,0.15768,1223.53537582,1342.8374183
34.829834,190940,34.82959,209553,0.278681,0.240879,0.988765,1224.57434641,1343.94693627
34.861328,191126,34.861084,209762,0.037802,0.028132,0.336728,1225.76723856,1345.2873366
34.888671,191285,34.888428,209934,0.031648,0.016703,0.181808,1226.78696895,1346.39044118
34.916992,191445,34.916748,210114,0.283956,0.301538,0.995238,1227.81311275,1347.54485294
34.944336,191606,34.944092,210294,0.036923,0.031648,0.29755,1228.84566993,1348.69926471
34.972168,191766,34.971924,210469,0.058901,0.021099,0.219495,1229.87181373,1349.82160948
35.001464,191933,35.001221,210649,0.29011,0.274286,0.999712,1230.94285131,1350.97602124
35.028808,192097,35.028564,210826,0.037802,0.014945,0.24679,1231.99464869,1352.11119281
35.058105,192266,35.057861,211009,0.038681,0.014945,0.27291,1233.07851307,1353.28484477
35.085205,192421,35.084961,211183,0.283077,0.26022,0.997492,1234.07258987,1354.40077614
35.112548,192584,35.112305,211360,0.035165,0.013187,0.187475,1235.11797386,1355.53594771
35.139648,192740,35.139404,211530,0.038681,0.02022,0.344016,1236.11846405,1356.62622549
35.169677,192910,35.169189,211718,0.287473,0.241758,0.982622,1237.20874183,1357.83194444
35.197998,193080,35.197754,211901,0.037802,0.017582,0.124543,1238.29901961,1359.00559641
35.225097,193236,35.224853,212071,0.043077,0.019341,0.43371,1239.2995098,1360.09587418
35.252929,193394,35.252441,212250,0.254066,0.234725,0.948301,1240.3128268,1361.24387255
35.280273,193559,35.280029,212427,0.034286,0.010549,0.065334,1241.37103758,1362.37904412
35.30957,193726,35.309326,212609,0.043077,0.034286,0.540705,1242.44207516,1363.54628268
35.338134,193890,35.337891,212790,0.207473,0.193407,0.887744,1243.49387255,1364.70710784
35.365966,194055,35.365723,212968,0.031648,0.012308,0.019794,1244.55208333,1365.84869281
35.392822,194209,35.392578,213135,0.072088,0.055385,0.660234,1245.53974673,1366.91973039
35.419677,194366,35.419678,213306,0.132747,0.167912,0.795648,1246.54665033,1368.01642157
35.449707,194542,35.449463,213492,0.044835,0.027253,7.6e-05,1247.6754085,1369.20931373
35.478759,194707,35.478516,213672,0.116044,0.086154,0.782845,1248.73361928,1370.36372549
35.506103,194866,35.505859,213848,0.094066,0.07033,0.670271,1249.75334967,1371.49248366
35.534179,195030,35.533691,214026,0.038681,0.050989,0.019186,1250.80514706,1372.63406863
35.561767,195187,35.561523,214197,0.187253,0.164396,0.893741,1251.81205065,1373.7307598
35.591064,195359,35.59082,214382,0.071209,0.032527,0.515948,1252.91515523,1374.91723856
35.61914,195522,35.618896,214563,0.033407,0.017582,0.08837,1253.96053922,1376.07806373
35.64624,195677,35.645996,214733,0.267253,0.215385,0.973317,1254.95461601,1377.1683415
35.67456,195844,35.674316,214915,0.04044,0.017582,0.345479,1256.02565359,1378.33558007
35.701416,196000,35.701172,215084,0.034286,0.02989,0.213214,1257.02614379,1379.41944444
35.730468,196165,35.72998,215266,0.276923,0.239121,0.999634,1258.08435458,1380.58668301
35.7583,196329,35.758057,215445,0.037802,0.017582,0.181408,1259.13615196,1381.73468137
35.785644,196487,35.7854,215618,0.064176,0.046593,0.388933,1260.14946895,1382.84419935
35.813232,196645,35.812744,215795,0.257582,0.225055,0.953359,1261.16278595,1383.97937092
35.841064,196810,35.84082,215975,0.032527,0.015824,0.05482,1262.22099673,1385.13378268
35.871826,196985,35.871582,216166,0.068571,0.041319,0.596158,1263.3433415,1386.35874183
35.899658,197145,35.899658,216342,0.181978,0.161758,0.825034,1264.36948529,1387.4875
35.92749,197310,35.927246,216518,0.043077,0.025495,0.0003,1265.42769608,1388.61625817
35.954589,197465,35.954346,216687,0.131868,0.10022,0.799312,1266.42177288,1389.70012255
35.982666,197628,35.982178,216870,0.069451,0.063297,0.623291,1267.46715686,1390.87377451
36.015136,197818,36.014648,217075,0.034286,0.014945,0.046383,1268.68570261,1392.18852124
36.04248,197972,36.041992,217243,0.24,0.216264,0.950236,1269.67336601,1393.26597222
36.070312,198137,36.070068,217424,0.046593,0.027253,0.381049,1270.7315768,1394.42679739
36.0979,198298,36.097656,217598,0.035165,0.014945,0.202604,1271.76413399,1395.54272876
36.125,198452,36.124756,217765,0.286593,0.250549,0.9991,1272.75179739,1396.61376634
36.154296,198626,36.154053,217953,0.034286,0.019341,0.155369,1273.86772876,1397.81948529
36.183105,198793,36.182861,218132,0.050989,0.023736,0.446888,1274.93876634,1398.96748366
36.212158,198960,36.211914,218314,0.24,0.21978,0.912407,1276.00980392,1400.13472222
36.239502,199122,36.239258,218488,0.033407,0.011429,0.016687,1277.04877451,1401.25065359
36.266845,199278,36.266357,218656,0.073846,0.121319,0.719805,1278.04926471,1402.32810458
36.296142,199451,36.296142,218847,0.076484,0.053626,0.693758,1279.15878268,1403.55306373
36.323974,199615,36.32373,219022,0.037802,0.015824,0.025891,1280.21058007,1404.6754085
36.352539,199778,36.352295,219198,0.212747,0.213626,0.933171,1281.25596405,1405.80416667
36.380859,199945,36.380615,219381,0.050989,0.032527,0.398165,1282.32700163,1406.97781863
36.407959,200104,36.407715,219554,0.036044,0.017582,0.203752,1283.34673203,1408.0873366
36.435058,200257,36.43457,219722,0.284835,0.284835,0.99746,1284.32798203,1409.16478758
36.464355,200433,36.464111,219911,0.037802,0.02022,0.127905,1285.4567402,1410.37691993
36.492431,200596,36.492187,220087,0.044835,0.022857,0.505235,1286.50212418,1411.5056781
36.519775,200754,36.519531,220259,0.196044,0.174066,0.863831,1287.51544118,1412.60878268
36.547851,200920,36.547607,220438,0.04044,0.029011,0.001089,1288.58006536,1413.75678105
36.574951,201075,36.574707,220606,0.127473,0.097582,0.816864,1289.57414216,1414.83423203
36.605468,201255,36.605224,220803,0.058901,0.038681,0.56411,1290.72855392,1416.09767157
36.633545,201420,36.633301,220984,0.032527,0.014066,0.096214,1291.78676471,1417.25849673
36.661132,201577,36.660644,221157,0.309451,0.243516,0.992171,1292.7936683,1418.36801471
36.688964,201744,36.688721,221340,0.037802,0.017582,0.22218,1293.86470588,1419.54166667
36.716064,201900,36.71582,221512,0.036923,0.036044,0.394867,1294.86519608,1420.64477124
36.745849,202071,36.745361,221698,0.238242,0.214505,0.923238,1295.96188725,1421.8376634
36.773681,202237,36.773437,221879,0.032527,0.014066,0.013455,1297.02651144,1422.99848856
36.802002,202399,36.801758,222056,0.104615,0.123077,0.760403,1298.06548203,1424.13366013
36.829345,202559,36.829101,222231,0.075604,0.054505,0.618454,1299.09162582,1425.2560049
36.857177,202722,36.856933,222409,0.036044,0.013187,0.073253,1300.1370098,1426.39758987
36.887939,202896,36.887695,222598,0.268132,0.233846,0.986625,1301.25294118,1427.60972222
36.917236,203071,36.916992,222791,0.035165,0.014066,0.233337,1302.37528595,1428.84750817
36.94458,203228,36.944336,222963,0.037802,0.026374,0.395572,1303.38218954,1429.95061275
36.971923,203385,36.97168,223135,0.255824,0.202198,0.915199,1304.38909314,1431.05371732
36.999511,203549,36.999267,223313,0.038681,0.030769,0.00763,1305.44089052,1432.19530229
37.028808,203716,37.028564,223495,0.156484,0.093187,0.795986,1306.5119281,1433.36254085
37.056884,203880,37.056641,223675,0.062418,0.034286,0.562507,1307.56372549,1434.51695261
37.084228,204040,37.083984,223850,0.034286,0.019341,0.114421,1308.58986928,1435.63929739
37.112304,204200,37.11206,224025,0.293626,0.253187,0.99905,1309.61601307,1436.76164216
37.139892,204363,37.139648,224202,0.038681,0.018462,0.155215,1310.66139706,1437.89681373
37.169677,204534,37.169433,224389,0.053626,0.058901,0.50809,1311.75808824,1439.09611928
37.198974,204703,37.198486,224575,0.159121,0.147692,0.831566,1312.84195261,1440.28901144
37.226806,204868,37.226562,224755,0.043956,0.030769,0.002922,1313.9001634,1441.4434232
37.253906,205024,37.253662,224925,0.176703,0.196044,0.905212,1314.90065359,1442.53370098
37.281494,205187,37.28125,225101,0.042198,0.042198,0.393652,1315.94603758,1443.66245915
37.311279,205362,37.311035,225292,0.038681,0.019341,0.254752,1317.06838235,1444.8874183
37.338867,205519,37.338623,225466,0.264615,0.254945,0.972254,1318.07528595,1446.00334967
37.367187,205688,37.366943,225649,0.031648,0.017582,0.036635,1319.15915033,1447.17700163
37.395019,205848,37.394775,225823,0.091429,0.060659,0.726126,1320.18529412,1448.29293301
37.422851,206011,37.422607,226004,0.07033,0.077363,0.620538,1321.2306781,1449.45375817
37.451904,206183,37.45166,226191,0.031648,0.00967,0.092516,1322.33378268,1450.65306373
37.479248,206338,37.479004,226363,0.274286,0.26022,0.998087,1323.32785948,1451.7561683
37.507324,206505,37.50708,226546,0.035165,0.011429,0.147926,1324.39889706,1452.92982026
37.535888,206671,37.535644,226725,0.044835,0.028132,0.541318,1325.46352124,1454.07781863
37.562988,206827,37.5625,226896,0.163516,0.135385,0.787329,1326.46401144,1455.1745098
37.590088,206989,37.589844,227071,0.043956,0.026374,0.017752,1327.50298203,1456.29685458
37.619873,207159,37.619629,227256,0.23033,0.195165,0.956445,1328.5932598,1457.48333333
37.647461,207322,37.647217,227434,0.047473,0.019341,0.275284,1329.63864379,1458.6249183
37.67456,207480,37.674316,227605,0.044835,0.030769,0.393588,1330.65196078,1459.72160948
37.70166,207636,37.701416,227774,0.218022,0.203077,0.888997,1331.65245098,1460.80547386
37.729736,207802,37.729492,227954,0.03956,0.027253,9e-06,1332.71707516,1461.95988562
37.759277,207970,37.759033,228138,0.175824,0.208352,0.893796,1333.79452614,1463.13995098
37.787109,208134,37.786621,228316,0.042198,0.02022,0.380825,1334.84632353,1464.28153595
37.814697,208295,37.814453,228491,0.036044,0.017582,0.295227,1335.87888072,1465.40388072
37.842041,208452,37.841553,228661,0.256703,0.209231,0.94121,1336.88578431,1466.4941585
37.869629,208615,37.869141,228838,0.034286,0.024615,0.006841,1337.9311683,1467.62933007
37.90039,208792,37.900146,229030,0.140659,0.154725,0.842054,1339.06633987,1468.86070261
37.928711,208958,37.928467,229212,0.041319,0.025495,0.447508,1340.13096405,1470.02794118
37.95581,209116,37.955566,229384,0.036923,0.019341,0.243184,1341.14428105,1471.13104575
37.983154,209272,37.982666,229557,0.283956,0.237363,0.962377,1342.14477124,1472.24056373
38.010254,209433,38.01001,229732,0.02989,0.017582,0.015169,1343.17732843,1473.3629085
38.043212,209621,38.042969,229937,0.123956,0.11956,0.818311,1344.38304739,1474.67765523
38.071045,209784,38.070801,230116,0.052747,0.061538,0.47002,1345.42843137,1475.82565359
38.098388,209943,38.098144,230288,0.036044,0.018462,0.231662,1346.44816176,1476.92875817
38.126464,210102,38.126221,230462,0.273407,0.256703,0.964064,1347.46789216,1478.04468954
38.153564,210263,38.153076,230637,0.041319,0.013187,0.014069,1348.50044935,1479.16703431
38.182861,210431,38.182617,230821,0.111648,0.118681,0.828721,1349.57790033,1480.34709967
38.21167,210600,38.211182,231004,0.047473,0.026374,0.447367,1350.66176471,1481.52075163
38.239746,210764,38.239502,231183,0.036044,0.02022,0.259034,1351.71356209,1482.66875
38.266845,210919,38.266357,231360,0.261099,0.233846,0.9473,1352.70763889,1483.80392157
38.293701,211079,38.293457,231533,0.038681,0.024615,0.004738,1353.73378268,1484.91343954
38.323242,211248,38.322998,231712,0.149451,0.13011,0.870864,1354.81764706,1486.06143791
38.351074,211412,38.35083,231891,0.044835,0.025495,0.380222,1355.86944444,1487.20943627
38.378662,211572,38.378418,232065,0.038681,0.02022,0.32941,1356.89558824,1488.32536765
38.432373,211877,38.432129,232397,0.232967,0.220659,0.90218,1358.85167484,1490.45461601
38.459228,212035,38.458984,232570,0.03956,0.028132,0.000714,1359.86499183,1491.56413399
38.489746,212208,38.489502,232758,0.21011,0.198681,0.932492,1360.9745098,1492.76985294
38.517089,212369,38.516846,232937,0.04044,0.017582,0.273701,1362.00706699,1493.91785131
38.54663,212540,38.546142,233123,0.042198,0.021978,0.449039,1363.10375817,1495.11074346
38.573486,212695,38.573242,233292,0.167033,0.167033,0.810574,1364.09783497,1496.19460784
38.60083,212857,38.600586,233468,0.036923,0.018462,0.027985,1365.13680556,1497.32336601
38.630615,213026,38.630371,233654,0.26989,0.235604,0.987441,1366.22066993,1498.51625817
38.658203,213191,38.657959,233833,0.032527,0.016703,0.145138,1367.27888072,1499.66425654
38.687255,213359,38.687012,234015,0.060659,0.045714,0.616762,1368.3563317,1500.8314951
38.714843,213520,38.714355,234189,0.078242,0.08,0.654443,1369.38888889,1501.94742647
38.74292,213685,38.742676,234369,0.034286,0.022857,0.12106,1370.44709967,1503.10183824
38.770263,213842,38.770019,234541,0.286593,0.251429,0.992928,1371.45400327,1504.20494281
38.800048,214019,38.799805,234734,0.032527,0.013187,0.033885,1372.58917484,1505.44272876
38.82788,214180,38.827637,234908,0.152967,0.072967,0.808751,1373.62173203,1506.55866013
38.855712,214345,38.855469,235091,0.054505,0.02989,0.433054,1374.67994281,1507.73231209
38.884033,214512,38.883789,235272,0.043956,0.013187,0.308392,1375.75098039,1508.89313725
38.913086,214680,38.912842,235451,0.242637,0.224176,0.896934,1376.82843137,1510.04113562
38.943847,214865,38.943603,235646,0.042198,0.032527,0.004448,1378.01491013,1511.29174837
38.971923,215027,38.97168,235823,0.259341,0.196044,0.96378,1379.05388072,1512.42691993
38.999267,215189,38.999023,236001,0.032527,0.015824,0.18752,1380.09285131,1513.5685049
39.026611,215348,39.026367,236174,0.054505,0.038681,0.582641,1381.1125817,1514.67802288
39.054443,215512,39.054199,236354,0.092308,0.053626,0.666403,1382.16437908,1515.83243464
39.083984,215685,39.083496,236542,0.031648,0.018462,0.127385,1383.27389706,1517.03815359
39.111572,215846,39.111328,236715,0.266374,0.254066,0.9866,1384.30645425,1518.14767157
39.138916,216009,39.138672,236892,0.030769,0.014945,0.017079,1385.35183824,1519.28284314
39.166748,216169,39.166504,237066,0.16967,0.125714,0.864971,1386.37798203,1520.39877451
39.193847,216330,39.193603,237244,0.041319,0.029011,0.337255,1387.41053922,1521.54035948
39.224365,216507,39.224121,237437,0.045714,0.025495,0.424567,1388.54571078,1522.77814542
39.252685,216672,39.252441,237619,0.142418,0.171429,0.794849,1389.60392157,1523.94538399
39.280273,216835,39.280029,237796,0.033407,0.02022,0.053001,1390.64930556,1525.08055556
39.307373,216990,39.307129,237965,0.27956,0.254066,0.999987,1391.64338235,1526.16441993
39.334472,217151,39.334228,238140,0.030769,0.014945,0.055395,1392.67593954,1527.28676471
39.364502,217323,39.364014,238325,0.114286,0.094945,0.795112,1393.77904412,1528.47324346
39.392089,217486,39.391846,238502,0.04044,0.036044,0.415012,1394.8244281,1529.60841503
39.419189,217644,39.418701,238673,0.036923,0.02022,0.358954,1395.8377451,1530.70510621
39.447021,217806,39.446777,238848,0.178462,0.149451,0.836776,1396.87671569,1531.82745098
39.474853,217970,39.474609,239027,0.036923,0.021099,0.036137,1397.92851307,1532.97544935
39.505127,218145,39.504883,239217,0.274286,0.261099,0.999008,1399.05085784,1534.1939951
39.533691,218314,39.533447,239402,0.032527,0.013187,0.062352,1400.13472222,1535.38047386
39.561767,218476,39.561523,239577,0.106374,0.08967,0.793787,1401.17369281,1536.50281863
39.589355,218639,39.589111,239754,0.043077,0.026374,0.403689,1402.2190768,1537.6379902
39.616943,218799,39.616455,239928,0.038681,0.02022,0.38279,1403.24522059,1538.75392157
39.647705,218980,39.647461,240124,0.156484,0.135385,0.807862,1404.40604575,1540.01094771
39.676025,219148,39.675781,240307,0.034286,0.017582,0.057565,1405.48349673,1541.18459967
39.703125,219306,39.702881,240481,0.287473,0.231209,0.998929,1406.49681373,1542.30053105
39.730468,219469,39.730224,240657,0.029011,0.012308,0.030297,1407.54219771,1543.42928922
39.757568,219627,39.757568,240831,0.173187,0.136264,0.86191,1408.55551471,1544.54522059
39.787597,219804,39.787353,241024,0.043956,0.023736,0.304582,1409.69068627,1545.78300654
39.814697,219963,39.814453,241197,0.051868,0.019341,0.498771,1410.71041667,1546.89252451
39.842529,220126,39.842285,241376,0.087912,0.077363,0.695936,1411.75580065,1548.04052288
39.871582,220298,39.871338,241562,0.045714,0.013187,0.141643,1412.85890523,1549.23341503
39.899414,220458,39.89917,241737,0.281319,0.227692,0.964499,1413.88504902,1550.3557598
39.928466,220631,39.928223,241924,0.042198,0.028132,2.4e-05,1414.99456699,1551.55506536
39.957031,220795,39.956787,242103,0.241758,0.258462,0.961549,1416.04636438,1552.70306373
39.985595,220963,39.985107,242286,0.036044,0.014066,0.143122,1417.12381536,1553.87671569
40.012451,221120,40.012207,242457,0.072967,0.061538,0.702711,1418.13071895,1554.97340686
40.043945,221304,40.043457,242662,0.055385,0.044835,0.478085,1419.31078431,1556.28815359
40.071533,221468,40.071289,242840,0.035165,0.025495,0.3399,1420.3625817,1557.42973856
40.101562,221644,40.101318,243031,0.182857,0.149451,0.819005,1421.49133987,1558.65469771
40.129394,221809,40.12915,243213,0.036923,0.014945,0.065281,1422.54955065,1559.82193627
40.156494,221965,40.156006,243384,0.275165,0.243516,0.993741,1423.55004085,1560.91862745
40.184082,222129,40.183838,243563,0.030769,0.019341,0.009584,1424.60183824,1562.06662582
40.212158,222291,40.211914,243740,0.190769,0.193407,0.927098,1425.64080882,1563.20179739
40.241943,222468,40.241455,243936,0.036044,0.016703,0.186714,1426.77598039,1564.45882353
40.270263,222634,40.270019,244119,0.067692,0.065055,0.66397,1427.84060458,1565.63247549
40.297607,222796,40.297363,244295,0.050989,0.035165,0.502535,1428.87957516,1566.76123366
40.324707,222954,40.324219,244466,0.038681,0.035165,0.333057,1429.89289216,1567.85792484
40.351562,223111,40.351318,244638,0.178462,0.129231,0.811252,1430.89979575,1568.96102941
40.381591,223290,40.381348,244831,0.036044,0.015824,0.079369,1432.04779412,1570.19881536
40.409423,223450,40.40918,245007,0.285714,0.244396,0.984782,1433.07393791,1571.32757353
40.436523,223611,40.436279,245181,0.03956,0.02989,0.001318,1434.1064951,1572.4435049
40.464843,223774,40.4646,245357,0.19956,0.20044,0.96269,1435.15187908,1573.57226307
40.492431,223938,40.492187,245535,0.036044,0.015824,0.117914,1436.20367647,1574.71384804
40.521484,224106,40.52124,245718,0.097582,0.085275,0.766158,1437.28112745,1575.8875
40.550293,224276,40.550049,245903,0.041319,0.028132,0.373022,1438.37140523,1577.07397876
40.57788,224437,40.577637,246078,0.043956,0.035165,0.478038,1439.40396242,1578.19632353
40.605224,224598,40.60498,246253,0.087033,0.062418,0.667111,1440.43651961,1579.3186683
40.632324,224758,40.63208,246428,0.032527,0.017582,0.203913,1441.4626634,1580.44101307
40.662109,224931,40.661865,246616,0.225055,0.196044,0.898666,1442.57218137,1581.64673203
40.712646,225225,40.712402,246943,0.031648,0.011429,0.032529,1444.45772059,1583.7439134
40.821777,225826,40.821533,247609,0.254945,0.247033,0.998347,1448.3121732,1588.01523693
40.934326,226514,40.934082,248357,0.034286,0.024615,0.009587,1452.7245915,1592.81245915
40.972656,226728,40.972412,248587,0.254066,0.204835,0.945841,1454.09705882,1594.28754085
41.003418,226906,41.003174,248781,0.036923,0.024615,0.130588,1455.23864379,1595.5317402
41.031005,227062,41.030762,248951,0.103736,0.087033,0.767913,1456.23913399,1596.62201797
41.058105,227219,41.057861,249122,0.044835,0.021978,0.350551,1457.24603758,1597.71870915
41.085449,227376,41.085205,249293,0.05011,0.027253,0.522731,1458.25294118,1598.81540033
41.113525,227538,41.113281,249469,0.080879,0.044835,0.603588,1459.29191176,1599.9441585
41.14331,227711,41.143066,249657,0.038681,0.017582,0.278493,1460.40142974,1601.14987745
41.171142,227870,41.170654,249832,0.172308,0.145934,0.824142,1461.42116013,1602.27222222
41.19873,228032,41.198486,250008,0.036923,0.017582,0.093933,1462.46013072,1603.40098039
41.22705,228194,41.226807,250187,0.281319,0.264615,0.963506,1463.49910131,1604.54897876
41.254394,228355,41.25415,250361,0.043077,0.023736,0.005597,1464.5316585,1605.66491013
41.284179,228527,41.28418,250552,0.282198,0.24,0.998361,1465.63476307,1606.88986928
41.3125,228697,41.312256,250736,0.036044,0.011429,0.023502,1466.72504085,1608.06993464
41.339843,228854,41.339355,250907,0.190769,0.215385,0.931216,1467.73194444,1609.16662582
41.367187,229017,41.366943,251089,0.033407,0.013187,0.13407,1468.77732843,1610.33386438
41.394531,229176,41.394287,251261,0.109011,0.088791,0.784776,1469.79705882,1611.43696895
41.422363,229340,41.422119,251443,0.036923,0.017582,0.307689,1470.84885621,1612.60420752
41.453125,229519,41.452637,251637,0.052747,0.04044,0.593231,1471.99685458,1613.84840686
41.481201,229683,41.480713,251816,0.056264,0.038681,0.507875,1473.04865196,1614.99640523
41.509033,229847,41.508789,251995,0.04044,0.018462,0.393263,1474.10044935,1616.14440359
41.536377,230006,41.536133,252168,0.102857,0.138901,0.699568,1475.12017974,1617.25392157
41.56665,230184,41.566162,252361,0.038681,0.015824,0.21682,1476.26176471,1618.49170752
41.596679,230359,41.596435,252555,0.198681,0.20044,0.855054,1477.38410948,1619.73590686
41.625488,230528,41.625244,252739,0.033407,0.019341,0.086632,1478.46797386,1620.91597222
41.652832,230685,41.652588,252911,0.268132,0.24,0.956985,1479.47487745,1622.0190768
41.679931,230845,41.679687,253085,0.043956,0.022857,0.014581,1480.50102124,1623.13500817
41.708007,231007,41.707764,253270,0.276923,0.24,0.998765,1481.53999183,1624.32148693
41.737793,231185,41.737549,253462,0.035165,0.021099,0.002376,1482.6815768,1625.55285948
41.765136,231342,41.764892,253634,0.243516,0.240879,0.983014,1483.68848039,1626.65596405
41.79248,231505,41.792236,253813,0.032527,0.017582,0.043726,1484.73386438,1627.80396242
41.820312,231666,41.820068,253988,0.186374,0.163516,0.918973,1485.76642157,1628.92630719
41.847656,231827,41.847412,254163,0.033407,0.014945,0.127174,1486.79897876,1630.04865196
41.878173,232004,41.87793,254356,0.118681,0.101099,0.819609,1487.93415033,1631.28643791
41.905761,232166,41.905517,254532,0.032527,0.017582,0.238904,1488.97312092,1632.41519608
41.933838,232329,41.933594,254710,0.082637,0.061538,0.698997,1490.0185049,1633.55678105
41.960937,232488,41.960693,254888,0.043956,0.029011,0.365087,1491.03823529,1634.69836601
41.989013,232651,41.988769,255066,0.053626,0.041319,0.570302,1492.08361928,1635.83995098
42.020263,232835,42.020019,255265,0.054505,0.044835,0.493545,1493.26368464,1637.11621732
42.050781,233014,42.050537,255461,0.045714,0.026374,0.444481,1494.41168301,1638.37324346
42.07788,233173,42.077637,255634,0.073846,0.063297,0.6147,1495.4314134,1639.48276144
42.10498,233333,42.104736,255808,0.035165,0.015824,0.329648,1496.45755719,1640.59869281
42.132568,233494,42.132324,255982,0.156484,0.080879,0.721921,1497.49011438,1641.71462418
42.162597,233671,42.162353,256170,0.031648,0.014066,0.230982,1498.62528595,1642.92034314
42.189697,233828,42.189453,256341,0.176703,0.146813,0.811406,1499.63218954,1644.01703431
42.219482,234003,42.219238,256532,0.035165,0.016703,0.151015,1500.75453431,1645.24199346
42.246826,234160,42.246582,256706,0.223297,0.20044,0.881773,1501.76143791,1646.35792484
42.273925,234320,42.273682,256880,0.037802,0.014945,0.090115,1502.7875817,1647.47385621
42.303466,234491,42.303223,257072,0.254945,0.21011,0.933519,1503.88427288,1648.70522876
42.331543,234657,42.331299,257252,0.036923,0.016703,0.047064,1504.94889706,1649.85964052
42.358886,234815,42.358642,257425,0.262857,0.269011,0.968446,1505.96221405,1650.9691585
